PubCHEM,isosmiles
139035011,C1C(=O)O[Bi](OC(=O)C1(CC(=O)[O-])[O-])OC(=O)CC(CC(=O)[O-])(C(=O)[O-])[O-].[K+].[K+].[K+].[K+].[K+]
139036570,[O-]S(=O)(=O)[O-].[Na+].[Na+]
139058496,C[C@]12CC[C@@]3(CCC(C[C@@H]3[C@@H]1C(=O)C=C4[C@@]2(CC[C@H]5[C@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)C(=O)OC
139060126,C([C@@H](C(=O)[O-])[NH3+])C(=O)O
139061731,CC1=CC=C(C=C1)S(=O)(=O)[O-].CC1=CC=C(C=C1)S(=O)(=O)[O-].CS(=O)(=O)CC[NH2+]CC1=CC=C(O1)C2=CC3=C([NH+]=CN=C3C=C2)NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
139063234,[O-]S(=O)(=O)[O-].[K+].[K+]
139063997,[N+](=O)([O-])[O-].[K+]
139067414,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC[NH+](CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)[O-])O.O
139073990,C[C@H]1CC[C@@H]2[C@@H]([C@@H](O[C@@H]3[C@]24[C@@H]1CC[C@@](O3)(OO4)C)O)C
139079374,COC(=O)[C@H](C1=CC=CC=C1Cl)[NH+]2CCC3=C(C2)C=CS3.COC(=O)[C@H](C1=CC=CC=C1Cl)[NH+]2CCC3=C(C2)C=CS3.OS(=O)(=O)[O-].OS(=O)(=O)[O-]
139118495,C1CCCC(CC1)[NH2+][C@H](P(=O)(O)O)P(=O)(O)[O-]
139146300,C1C[C@H](N(C1)C(=O)[C@H](CCCC[NH3+])N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)[O-]
139148732,C[NH2+]C[C@@H](C1=CC(=C(C=C1)[O-])O)O
139202885,C1=CC(=C(C=C1/C=C/C(=O)NC2=C(C=C(C=C2)F)Br)O)O
139207729,[O-]S(=O)(=O)[O-].[Ba+2]
139247992,[H+].[H+].[H+].[H+].[H+].[H+].CC1=NC=C(C(=C1[O-])CN(CCN(CC2=C(C(=NC=C2COP(=O)([O-])[O-])C)[O-])CC(=O)[O-])CC(=O)[O-])COP(=O)([O-])[O-].[Mn+2]
139251219,C([C@]1([C@H]2[C@@H]3[C@H](N=C(N[C@]34[C@@H]([C@](O2)(O[C@H]1C4O)O)O)N)O)O)O
139263024,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3]
139263050,CC(=O)O[C@@H]1C[C@]2([C@H](O2)CC[C@]3([C@@H](O3)C[C@@H]4CC(=O)C(=C)[C@@H]1C4(C)C)C)C
139266768,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(C(=O)[O-])O)O)CO)CO)O)O)O)O.O.[OH-].[O-2].[Fe+3]
139266790,CC(C)CC1=CC=C(C=C1)C2=NC(=NO2)C3=CC(=C(C=C3)CNC4CC(C4)C(=O)O)F
139291139,CCCCCC=CCC=CCC=CCC=CCC=CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
139291703,C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)[O-])I)I)I)C(=O)[O-])I
139291730,C[C@H]1C[C@@H]2[C@@H]3[C@@H](C[C@]4(O3)[C@H](C[C@H](CN4)C)C)O[C@](C1)(O2)CC(=C)[C@@H]5[C@H]([C@H](C[C@@](O5)([C@@H]([C@@H]6C[C@@H]7[C@H](O6)C[C@H]([C@@]8(O7)CC[C@@]9(O8)CC=C[C@H](O9)/C=C/CCC(=O)O)C)O)O)O)C
139292183,CC1=C(OC(=O)O1)COC(=O)N2CCC(C2)N3CCC(=CC4=C(N5C(C(C5=O)NC(=O)C(=NO)C6=NSC(=N6)N)SC4)C(=O)[O-])C3=O.[Na+]
139292186,CCC1C(/C=C(/C=C/C(=O)C(C[C@@H](C(C([C@@H](CC(=O)O1)O)C)OC2C(C(C(C(O2)C)O)N(C)C)O)CCN3CCCCC3)C)\C)CN4CCCCC4
139300919,C1C[C@@H]2[C@@H]3C[C@H]1C[C@@H]3[C@@]2(CC(=O)O)CN
139301832,COCC1=NN(C=C1C(=O)NCC2=NC=CC(=C2F)OC)CC3=CC=C(C=C3)CN4C=C(C=CC4=O)F
139329673,CCC1=C(N2C=C(C=NC2=N1)F)C(=O)C3=CC(=C(C(=C3)Br)O)Br
139331475,CC1=C(SC=N1)C2=CC=C(C=C2)[C@H](C)NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCC(=O)N4CCN(CC4)CC[C@H](CSC5=CC=CC=C5)NC6=C(C=C(C=C6)S(=O)(=O)NC(=O)C7=CC=C(C=C7)N8CCN(CC8)CC9=C(CCC(C9)(C)C)C1=CC=C(C=C1)Cl)S(=O)(=O)C(F)(F)F)O
139331495,CCC1=NC(=NO1)C2=CC3=C(C=C2)[C@@H](CC3)NC(=O)C4=CN(N=C4)C
139344142,CC1=C(C(=NC(=N1)N2CC(C2)[C@H]3CCCN(C3)C4CC(C4)(C)C(=O)O)N[C@H](C)C5=C(C=C(C=C5)Cl)Cl)Cl
139350422,CNC(=O)C1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F
139360137,C1CN(C[C@@H]([C@H]1NC(=O)C2=NOC(=C2)C3=C(C=C(C=C3)F)F)C(=O)NC4(CC4)C5=NC=CC=N5)CC6CC6
139377763,CC(C)(C1=CC(=C(C=C1NC2=NC(=NC=C2)NC3=C(C=C(C(=C3)NC(=O)C=C)N4CC[C@@H](C4)N(C)C)OC)Cl)F)O
139377809,CC(C)(C1=CC(=C(C=C1NC2=NC(=NC=C2)NC3=C(C=C(C(=C3)NC(=O)C=C)N4CC[C@H](C4)N(C)C)OC)Cl)F)O
139394142,C1=CC=C2C(=C1)C(=O)NC3=C(S2(=O)=O)C=CC(=C3)C(=O)NCC4=CN=C(S4)C(F)(F)F
139399801,CC1(C[C@@H]2CCCNC3=NC(=CC=C3)S(=O)(=O)NC(=O)C4=C(N1C2)N=C(C=C4)N5C=CC(=N5)OCCC6C7(C68CC8)CC7)C
139415154,CNC[C@H]1C2=C(CCO1)C=CS2.Cl
139415233,COC1=CC2=C(C=CN=C2C=C1OCCCCCC(=O)O)OC3=C(C=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F)F
139415912,COC1=NC(=CN=C1CNC[C@@H]2CCC(=O)N2)C3=CC=CC(=C3Cl)C4=C(C(=CC=C4)C5=CN=C(C(=N5)OC)CNC[C@@H]6CCC(=O)N6)Cl
139416847,C[C@H]1CN(CCN1C2=C(C=C(C=C2)NC3=NC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO)NC(=O)C=C)C8CCOCC8
139433957,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OCC5=CC=C(C=C5)OC)C)C
139467635,CC[C@]1(CCC2=C1N=C(C=C2)N3C4=NC(=NC=C4C(=O)N3CC=C)NC5=CC=C(C=C5)N6CCN(CC6)C)O
139486484,CC1=NC2=C(C(=O)N1CC3=NC(=NO3)[C@H]4C[C@@H](OC4)C5=CC=C(C=C5)Cl)N(C=N2)C
139507438,C1=CC(=CC=C1N2C=NNC2=S)S(=O)(=O)C3=CC(=C(C=C3)Cl)C(F)(F)F
139512018,C1CC2=C(C=CC=N2)N(C1)C3=NNC4=NC(=CN=C43)N5CCC6(CC5)[C@@H](C7=CC=CC=C7O6)N
139549388,CC1=C(C=CC(=N1)NC(=O)N2CCC(C2=O)(C)C)OC3=CC(=NC=C3)C4=CN(N=C4)C
139560984,C1=CC=C(C(=C1)CC(=O)O)OCC2=CC(=C3C(=C2)C=CO3)C4=C(C(=NC=C4)CN)F
139585898,C[C@H]1C=C[C@]2(C[C@@H]3C[C@H](O2)C/C=C(\[C@H](C(/C=C\C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H](C([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)/C)O[C@@H]1C8CCCCC8
139586083,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)C(NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](CCN)O)O)NCCN)O
139592711,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/C([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC
139592915,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
139593379,CCN1C[C@]2([C@H]3[C@H]([C@H]4C1[C@]3([C@H](CC2O)OC)[C@@H]5C[C@@]6([C@@H]([C@@H]5[C@@]4([C@H]([C@@H]6OC)O)OC(=O)C)OC(=O)C7=CC=CC=C7)O)OC)COC
139593402,C1=CC(=C(C=C1Br)F)NC2=C(C3=C(C=C2C(=O)NOCCO)NC=N3)F
139593411,C[C@H]1[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]3CSC[C@@H]4C(=O)N[C@@H](CS1)C(=O)N[C@@H](CNCCCC[C@H](NC(=O)[C@@H]([C@@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4)CCC(=O)N)CCCCN)N)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC3=O)[C@H](C(=O)O)O)CC(=O)N)C(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@H](C(=O)N2)CC6=CC=CC=C6)CC7=CC=CC=C7)C(C)C)CC8=CC=CC=C8
139593415,C[C@H]([C@H](C1=CC2=C(C=C1)OCCO2)OC3=CC4=C(C=C3)N(N=C4)C5=CC=CC(=C5)C(=O)N[C@@H]6CCOC6)NC(=O)C(C)(F)F
139593425,COC1=C(C=CC(=C1)F)C2=CC(=NC=C2F)NC3=NC=CC(=C3)C[S@@](=N)(=O)C
139593440,CC1=CC=CC=C1C2=CC(=NC=C2C(=O)N(C)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C.Cl.Cl
139593469,C1=CC(=C(C=C1CCC(=O)NCCCCCC(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)CN(CCN(CC2=C(C=CC(=C2)CCC(=O)O)O)CC(=O)[O-])CC(=O)[O-])O.[18F-].[Al+3]
139593519,CC(C)(CO)N.C1CC2=C(NC1)N=C(C=C2)CCCN3CCN(C3=O)[C@@H](CC(=O)O)C4=CN=C(C=C4)OC(F)F
139593548,C1[C@H]2CN([C@@H]1CN2CC3=CC=C(C=C3)OC4=CC=C(C=C4)C5=NC=CO5)CC6=CC=C(C=C6)[14C](=O)O
139595130,CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)C([C@@H]([C@H]([C@H](O4)[C@H](CO)N)O)O)O)O)N
139595999,C1CNCC1N2CCC(=CC3=C(N4C(C(C4=O)NC(=O)C(=NO)C5=NSC(=N5)N)SC3)C(=O)O)C2=O
139596224,C1N2CN3CN1C[N+](C2)(C3)CC=CCl.[Cl-]
139597309,CCC(C(=O)NCC=CC=C(C)C(C(C)C1C(C(C(O1)C=CC=CC=C(C)C(=O)C2=C(C=CN(C2=O)C)O)O)O)OC)C3(C(C(C(C(O3)C=CC=CC)(C)C)OC4C(C(C(C(O4)C)OC5C(C(C(C(O5)C)OC)O)OC)OC)O)O)O
139600273,CCN1C=C[N+](=C1C2=C3C=CC(=C(C4=NC(=C(C5=CC=C([N-]5)C(=C6C=CC2=N6)C7=[N+](C=CN7CC)CC)C8=[N+](C=CN8CC)CC)C=C4)C9=[N+](C=CN9CC)CC)[N-]3)CC.[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Mn+3]
139600308,C[C@H]([C@H]1C(=O)NCC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCN)CCN)CC(C)C)CC2=CC=CC=C2)CCN)NC(=O)[C@H](CN)NC(=O)[C@H]([C@@H](C)O)NC(=O)C[C@H](CN)C3=CC(=CC=C3)Cl)O
139600317,CC1=CN(C2=CC=CC(=C12)/C=C/C(=O)O)C(=O)C3=C(ON=C3C4=C(C=C(C=C4Cl)Cl)Cl)C(C)(C)F.CC(C)(C)N
139600335,CC1=CN=C(N=C1C2=CN(N=C2)C(C)C)NC3=CC(=C(C=C3)N4CCC(CC4)N(C)CCO)F
139600352,CC(C(C)OC(=O)C)C(=O)OC[C@@]12[C@H]3C[C@@]4(C(=CC[C@H]5[C@]4(CC[C@@H]6[C@@]5(CC[C@@H]([C@@]6(C)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)C)C)[C@@H]1CC([C@@H]([C@@H]2O)O3)(C)C)C.[Na+]
139600551,CCC(C)C1C(=O)NC2CSSCC(C(=O)NC(CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)NCC(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC5=CC=CC=C5)C(=O)NC(CC6=CC=CC=C6)C(=O)NC(CC7=CC=C(C=C7)O)C(=O)NC(C(C)O)C(=O)N8CCCC8C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CNC=N2)CO)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC=N2)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)N)C(=O)NC(C(=O)NC(C(=O)N1)CO)C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)CN
139600673,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N
139600825,CCC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC2C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)C(C)C)CC(=O)N)CO)CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C3CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(C)C)CC(=O)N)CCC(=O)N)CO)CCC(=O)O)C(C)O)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)N)C(=O)N1)CCCCN)CC(=O)N)CCC(=O)N)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(CC7=CNC=N7)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC8=CC=CC=C8)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)N9CCCC9C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)O)CCC(=O)N)CC(=O)N)CCCCN)CCC(=O)O)CC(=O)O)CO)CC(C)C
139953895,CC1=C(C=CN=C1)CN2C[C@H](CC2=O)C3=CC(=C(C(=C3)F)F)F
140118553,CN(C)CC1=CC=C[C-]1CNC2=C3C=CC(=CC3=NC=C2)Cl.[CH-]1C=CC=C1.[Fe+2]
140334082,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC2=CN=CN2)N)O.Cl
140529927,C([C@H]([C@@H](C(=O)[O-])O)O)O.C([C@H]([C@@H](C(=O)[O-])O)O)O.[Mg+2]
140538697,C1CN(CC2=NC(=CC=C2)CN(CCN1C(CCC(=O)NCC(CO)O)C(=O)[O-])C(CCC(=O)NCC(CO)O)C(=O)[O-])C(CCC(=O)NCC(CO)O)C(=O)[O-].[Gd+3]
140609103,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCCCNC(=O)[C@@H](C(C)(C)CO)O
140619961,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)[O-])C(=O)[O-])[C@@H](C)O
140620227,CC[C@@H]1[C@H](C2=NC1=CC3=C(C(=C([N-]3)C(=C4[C@H]([C@@H](C(=N4)C=C5C(=C(C(=C2)[N-]5)C(=O)C)C)C)CCC(=O)O)CC(=O)OC)C(=O)NCCS(=O)(=O)O)C)C.[Pd+2]
140700741,CCCCCC1=CC(=CC(=C1)CC(=O)[O-])CCCCC
140780042,CC(C)[C@@H](C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C3=NC4=C(N3)C=C(C=C4)C5=C6CCC7=CC(=C(CCC(=C5)C=C6)C=C7)C8=CC9=C(C=C8)N=C(N9)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC.O.O
140830474,B1([C@@H]2C[C@@H]2C3=C(O1)C(=C(C=C3)F)C(=O)O)O
140830653,CC1=CC(=NC2=C1CN(C2)C(=O)CC3CN(C3)C4=CC(=NC=C4)C(F)(F)F)C
140928408,C1=CC=C2C(=C1)NC(=N2)CCNCCC3=NC(=CO3)C(=O)NCC4=C(C=CC=N4)F.Cl.Cl.Cl
141150294,C1=CC=C(C=C1)C[C@H](CNC(=O)O)N.Cl
141649565,CCC[C@H](C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1OC[C@H](O1)N2C=CC(=NC2=O)N)OC3=CC=C(C=C3)Br
141671949,C[Si](C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)[Si](C)(C)C
141687654,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C3N=CNC4=O)F)OP(=S)(OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C(N=CN=C76)N)F)OP(=O)(O1)S)O)O
141723940,B(CC[C@@H]1CC[C@H]([C@](C1)(C(=O)O)N)CN(C)C)(O)O
141754136,CC1=C(SC(=N1)NC2=NC(=CC=C2)N3CCCC3=O)C4=CC5=C(C(=C4)S(=O)(=O)C)C(=O)N(C5)[C@@H](C)C6CC6
141758310,O.[O-][Si]12O[Al](O1)O2.[O-][Si]12O[Al](O1)O2.[Mg+2]
142411678,C1C[C@@H]([C@H](NC1)CCCN2C=NC3=C2C=CC(=C3Cl)Cl)O
142464264,CN1CCN(CC1)C2CCN(CC2)C3=CN4C(=C(C=N4)C5=C6C=C(C(=CC6=NC=C5)F)OC)N=C3
142616992,C1CC1C2=CC(=C(C=C2)CC(=O)N3CCN(CC3)C4=NN=C(C=C4)C#N)F
142620206,CC1=C(C(=CC=C1)F)N2CCC(CC2)N3CC4=CN(N=C4N(C3=O)CC5=CC=CC=C5C(F)(F)F)CC(C)(F)F
145343771,C1CCC(CC1)C[C@@H](C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)C3=CC4=CC=CC=C4N3
145453469,CCC(CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C)O
145705666,CC(C)CCCC(C)C1CCC2[C@@]1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
145705667,CC(C=CC(C1CC1)O)C2CCC3[C@@]2(CCCC3=CC=C4CC(CC(C4=C)O)O)C.O
145705672,CC(CCCC(C)(C)O)C1CCC2[C@@]1(CCCC2=CC=C3CC(C(C(C3=C)O)OCCCO)O)C
145705856,CC(C)CCCC(C)C1CC[C@H]2[C@@]1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
145705876,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC1=CN=CN1)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC2=CN=CN2)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CN=CN3)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C)N
145705915,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CC[C@@]4(C(C5[C@]6([C@@](C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C([C@]7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3]
145705935,CCCNC[C@@]1(C(OC(C[C@@]1(C)OC)OC2C(C([C@](CC(CNC(C([C@](C(OC(=O)C2C)CC)(C)O)O)C)C)(C)O)OC3C(C(CC(O3)C)N(C)C)O)C)C)O
145705971,CC1CC(C2C(CC([C@@](O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC.O
145705978,C[N@@+]1(CCC2=CC(=C(C(=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)OC)CCCOC(=O)CCC(=O)OCCC[N@@+]4(CCC5=CC(=C(C(=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)OC)C.[Cl-].[Cl-]
145705982,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CC[C@@]4(C(C5[C@]6([C@@](C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C([C@]7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
145706202,CCC(=O)O[C@@]1(C(CC2[C@@]1(CC([C@]3(C2CC(C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)CCl
145707216,CC(C)(C)[C@@H](C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CCCCF
145708397,C1CNCCN(CCNCCN1)[C@H](CO)[C@@H](CO)O.Cl.Cl.Cl.Cl
